shift_batch_id,production_volume_kg,chemical_usage_liters,etp_status,electricity_usage_kwh,,etp_cost_bdt,etp_capacity_liters,ph,bod_mg_per_l,cod_mg_per_l,risk_score
B80957,4215.5,32984,1,9305.6,,806.2,64509,8.73,157.7,362.3,15.57
B58806,3157.8,31798.6,1,6900.1,,1576.1,85200,7.59,163.1,620.9,16.29
B15061,3608.2,25280.3,0,8687.3,,3.5,73436,11.19,778.1,2576.9,97.78
B94871,4717.5,36669.3,1,12007.1,,1405.5,57816,8.57,94.6,249,15.14
B10800,4091.6,34778.8,1,11080.5,,772.4,57834,6.98,88.9,219.1,5.53
B41041,5351.4,41966,1,13157,,897.9,39723,6.38,120.6,351.8,19.92
B50976,2875.9,23804.7,0,5760.9,,19.7,59113,10.71,483.6,1533.3,90.06
B57988,3671.2,25329.4,1,11067.8,,1767.5,87659,7.91,84.7,252.1,11.16
B89040,5792.9,46053.1,1,16532.6,,1304.2,61849,7.38,99,365.3,11.52
B72185,5913.4,46075.9,1,13354.3,,1473.5,63506,8.07,123.7,497,15.63
B96624,4719.8,47571.1,1,11635.1,,835.1,54859,7.66,144.5,432.1,14.38
B31310,2778.3,21751.8,1,9401.3,,619.9,38619,8.06,132.3,394.3,11.32
B13800,4886.5,40068,1,11284.6,,1277.3,73190,7.13,128.5,446.5,8.73
B32308,3250.7,22339,1,9152.5,,1278,53908,8.13,152.2,506.5,12.17
B93245,3960.7,31900.1,1,11138.3,,1568.5,83793,7.37,103.2,390.8,11.7
B49221,2436.3,18753.8,1,8234.2,,1247.2,68834,7.75,113.5,371.8,16.36
B30955,1669.8,11798.3,1,6000.5,,1405.9,80389,8.75,117.2,303.1,20.53
B46058,3649.9,29353.6,1,11785.2,,1609.7,66035,8.55,132.5,351.7,14.43
B65735,4617,36596.2,0,14122.1,,57.6,89559,11.71,366.5,930.8,90.62
B25930,3405.8,32818.6,0,6579.6,,60.1,75620,12.14,308.1,1067.8,91.33
B80125,6333.2,47249.3,1,22375,,987.6,83400,7.94,111.9,389.7,17.73
B28331,5303.5,52611,0,12457.8,,16.5,56703,9.74,871.5,2378.7,87.34
B21265,6924.2,59268.8,0,19549.8,,49.5,71138,11.97,442,1635.3,97.11
B73721,7072.7,70387.9,1,18983.2,,897.6,48467,6.87,72.9,193.5,4.52
B23741,4432.5,29457,1,16383.6,,884.9,53216,6.53,183.1,504.8,17.2
B74279,3844.5,35872,1,13281.1,,1028.3,74330,8.48,157.3,385.1,19.58
B85411,4467.1,29314.2,0,11369.4,,50.7,56930,11.87,595.2,1702.3,97.55
B45339,5048.6,40737.6,1,15773.6,,1366,48696,6.52,94.9,334.8,5.21
B45519,4546.2,44924.9,0,9897.6,,36.3,80056,12.46,701.1,1779.4,100
B72245,1062.9,10330.7,1,2969.5,,1062.9,58145,7.65,57.8,233.5,8.64
B31870,6324.1,62351.3,1,18732.7,,1472.2,84924,8.48,193.9,427.8,24.01
B45666,5548,56916.7,0,18240,,52.2,65251,11.08,624.4,1504.7,92.79
B83140,4811.2,50631,1,11486.3,,1356.4,70119,8.77,212.6,504.3,32.79
B64947,4319.6,42462.3,1,12521.8,,1208,66846,6.87,141.3,404.1,9.95
B14167,2045.3,13526,1,5526,,1065.7,69367,7.35,123.8,466.6,15.33
B53717,4743.1,47633.1,1,12254.9,,1426.3,59063,7.39,117.2,384.5,12.38
B28682,4238.5,41076.4,0,9283.7,,52.3,81854,10.1,701.2,2466,96.6
B63354,5318,35175.6,1,18578,,1274,61629,6.33,156.1,631.6,17.58
B97073,4931.5,51507.5,1,11901.9,,898.9,68752,7.94,156.4,400.5,17.38
B71029,3504.7,30832,1,11961.9,,1211.1,69551,6.55,96.5,205.1,8.63
B86210,4635.3,35196.8,1,14074.5,,1212.5,52153,7.05,104.3,257.9,5.96
B70766,8261.2,56787.3,0,20376.6,,42.9,58870,10.95,839.8,2435.7,100
B21239,4734,40732.3,1,11452.8,,1342.7,61890,7.69,113.9,313.2,13.03
B67284,6262,59217.8,1,20313.9,,400,34024,6.38,79.4,189.8,13.57
B11906,4977.7,35476.1,1,11636.6,,971.9,67638,6.2,114.5,281,12.56
B84465,2742.4,26538.8,1,5216.7,,1297.6,58995,7.36,20,61.1,3.2
B90973,5155.7,50045.2,0,9570.3,,60.2,52953,11.7,642.1,1905.8,95.91
B87265,3568.9,23375.7,1,10411.3,,2122.9,82991,7.28,159.7,361.7,9.59
B85147,2528.4,23355.9,1,5860,,873.1,67264,8.65,95.5,335.1,15.82
B45826,6619.7,51338.8,0,14822.3,,25.9,73864,10.34,612.9,1779.2,92.39
B10147,3572,24031.8,0,6961.2,,64.8,49483,11.97,523.5,1573.2,92.43
B69563,2749.6,27824.5,1,7867.9,,981.9,61694,6.68,168.6,400.6,17.38
B97236,4113.5,31634.1,1,13731.6,,957.5,52283,8.06,172.1,579.2,19.78
B26666,4781.8,38739,0,13462.3,,4.3,61381,9.95,783.7,2035.9,90.01
B43888,7023.6,47564.6,1,14426.2,,1225.7,46094,7.31,124.7,388.8,10.88
B92040,3764.1,28540.8,1,7971.7,,1659,75627,6.08,191.1,608.9,23.69
B10497,6008.7,59335.7,0,13526.7,,79.9,61291,11.37,681.7,1632.9,96.89
B45332,6306.2,62306.5,1,15722.1,,829.7,56908,8.95,173.7,493.6,25.59
B45635,2943.7,22509.2,0,6110.2,,33,63049,12.76,630.2,2186.7,100
B62385,3953.9,32491.7,0,12125.6,,7,67247,12.27,474.6,1614.1,99.6
B98757,4173.2,31663.7,1,13670.7,,689.2,59043,7.65,76.2,161.4,9.3
B33821,5779.4,44379,1,12465.9,,793.1,46637,6.07,94.3,337.3,18.4
B28648,300,2837.1,1,1435.3,,645.4,61153,8.12,172.2,653.9,21.87
B11730,3308.1,31299.1,1,11902.8,,1153.8,79677,7.34,146.3,498.5,16.65
B56501,5271.1,53539.9,1,11202.9,,924.5,62252,7.96,60,168.7,4.21
B39288,7167.8,64276.7,1,19484.7,,753.5,48638,8.46,101.9,250.9,15.91
B65935,6357.8,45703.8,1,14023.2,,1424,71229,7.42,129.9,257.6,14.64
B39712,5706.6,53060.9,1,20350.4,,1656.6,76665,7.76,150.3,446.9,17.3
B48425,6050.7,60498.9,1,20644.1,,1352.4,62023,7.65,129.6,453.5,15.71
B60978,5714.3,54743.9,1,13126.4,,1784.9,73997,7.15,100.8,252.9,6.36
B29030,5712.4,52586.5,0,17110,,29.2,78099,12.12,276.7,1013.8,95.3
B85744,8624.7,63579.7,1,21959.1,,1335.1,57656,8.55,105.4,336.2,12.32
B57805,3053,20606.7,1,6291.9,,1608.5,70372,8.57,123.2,333.5,21.42
B75361,3295.8,30041.8,1,9030.4,,1666.1,86467,6.27,150.2,346.2,18.91
B74576,4622.7,39280.4,1,15514.4,,921.2,57670,8.29,108.7,423,19.77
B48749,5571.2,44590.1,1,15948.5,,1230.3,70312,8.01,115.4,390.4,18.98
B79672,1794.7,18907.9,0,5504.4,,28.6,64043,11.05,719.7,2539,97.85
B98043,7107,67273.4,0,15436.9,,1.3,59477,10.15,721.4,2122.5,88.14
B95551,6702.4,52554.4,1,21025.1,,1406.5,56560,6.9,164.3,353.7,14.9
B16831,4091.2,41965.5,0,13439.2,,43.9,59629,12.72,327.1,914,91.78
B89165,4449.3,41030.5,1,15640,,831,48311,8.08,133.1,297.1,19.33
B70735,4848.9,40425.7,1,17064.5,,951.2,70208,6.03,140.9,423.4,14.42
B33077,4898.5,38476.3,1,10371.1,,1647.3,84794,6.44,131.6,392.9,16.93
B47873,3375.3,30532.7,1,7146.3,,1020.2,45232,6.36,78.1,180.6,12.74
B82036,3335.9,28926.7,1,8949.2,,620.5,77820,7.75,128.9,450.8,23.59
B68412,4334.3,45554.8,1,11317.7,,981,73612,6.21,38.5,99.7,13.98
B66784,6476.6,43100.8,0,12038.6,,36.7,65681,10.39,779.6,2012.1,90.92
B30709,4660.7,34428.3,0,12853.8,,4.9,51867,12.58,414.8,1539.9,100
B94657,6479.3,54816.7,0,21502.6,,3.8,54054,12.91,708,2181.6,100
B74901,6196.4,54333.6,1,15141.4,,1223,57552,8.17,115.5,323.2,14.39
B43953,4577.4,29763.3,0,8571,,76.8,57033,12.46,510.3,1742.5,100
B17782,4962,50285.2,1,11086.5,,1623.5,62627,6.73,141.1,402,10.42
B35263,7576.7,76089.1,1,18763.6,,1133,69368,7.51,71.7,224.6,10.37
B85993,7419.4,56977.9,0,21159.3,,45.1,63557,12.09,561.3,2134.7,100
B11951,5064.1,40546.1,1,17358.4,,590.1,43014,6.59,166.8,484.9,18.89
B65515,1513.6,13492.4,1,4793.4,,1295.7,90000,6.23,149.7,362.6,17.79
B79867,4262.5,39265,0,11357.8,,72.5,68091,11.95,746.3,2157.4,100
B97318,6984.4,54256.4,0,14586,,26.5,57229,9.53,703.5,1666.5,88.96
B80739,2568.5,26096.3,0,6240.5,,29.9,69340,12.09,666.2,1551.9,96.15
B56919,2006.6,17737.6,0,4249.7,,50.7,49762,12.4,608.8,1538.1,100
B72629,5514.9,46112.2,0,14969.6,,41.6,64178,11.73,637.7,1913.3,99.76
B30843,1742.8,17061.9,1,4798.7,,851.5,56218,6.65,135.4,397.5,11.69
B11666,3939.3,39402.2,1,9087.1,,579.1,53699,8.65,112.4,338.8,17.15
B44377,5634.9,57984,1,13198.2,,979.7,48071,7.82,97.5,319.3,14.33
B36318,5856.7,58992.8,0,16280.4,,22.8,67919,9.64,788.2,2631.3,88.21
B24535,4967.3,49011.4,1,10657.7,,1773.3,85607,7.59,124,350.1,11.04
B29216,4465.1,29626.5,0,15361.2,,42.1,67832,12.79,834.2,2142.5,99.02
B46178,5145.5,47414.3,0,11285.7,,49.4,90000,10.49,633,1472,89.88
B46365,3561.1,26380.1,0,7635.8,,38.1,53529,10.97,639.8,2282.8,100
B68365,8917,86420.7,0,17617.2,,67.7,67566,11.67,609.5,1913.2,98.69
B58460,4597.5,38929.3,1,10611.6,,680.1,41501,7.71,139.8,561.6,21.53
B51019,2299.5,19025.7,1,6801.7,,1116.2,64110,6.04,106.1,378.2,14.39
B93242,5545.1,44668.6,1,13144.7,,1280.4,61345,7.6,106.2,255.2,12.61
B71257,5560.3,47456.8,1,19119.9,,1640.3,66283,8.53,153.1,554.2,23.29
B72308,6659.3,53816,1,23333.6,,750.1,51243,8.45,74.5,189,9.69
B44997,6227.2,41086.8,0,16611.9,,67,46053,10.85,567.1,1642.7,93.59
B72308,5845.9,51846,0,15358.3,,37.7,67870,12.27,922,3347.6,100
B32172,2551,22580,0,7839.8,,17.4,52333,12.16,453.8,983.5,96.06
B17691,7105.3,66057.8,1,19075.8,,1414.3,61968,6.97,179.1,486.9,17.51
B11943,2058,20152.9,1,4917.4,,840.8,57181,6.62,156,400.5,18.87
B40589,3363.5,34447.3,1,11614.5,,2271.6,90000,8.79,68.7,199.5,15.47
B41117,3687.6,30737.3,1,10095.5,,1057.2,56848,6.47,136.7,462.4,20.68
B43877,2707.2,21143.1,0,4948.4,,33.5,65087,9.59,355.9,1017.4,87.19
B10731,300,2179.7,0,861.8,,19.6,45135,9.69,820.4,2743.7,84.69
B28601,5136.3,40942.7,1,15564.2,,996.6,52829,8.71,157,568.5,17.75
B14121,3096.5,28237.4,0,10523.7,,47.9,65520,10.05,639.7,2112.6,94.44
B12521,8178.7,55003.4,1,17595.3,,1526.4,87501,8.5,64.2,194.3,18.77
B24441,1870.8,19358.4,1,6757.3,,635.7,48985,8.81,121.3,387.9,12.7
B38618,2731.8,17961.3,1,5746.6,,973.9,64265,8.98,65.6,159.5,8.86
B59012,2398.8,17198.2,1,6119.6,,975.1,40325,8.24,122.9,444.8,16.03
B68832,2538.2,25878.1,1,5741,,1204.4,63712,8.47,163.6,640.9,23.28
B46488,5807.4,46387.3,1,12532.1,,933.8,59233,7.5,80.1,154.8,7.96
B35897,8100.6,79378.9,1,19080.7,,995.2,62074,7.5,77.1,225.7,13.56
B78738,4560.6,37055.4,0,11954.2,,46.8,60210,9.95,397,1162.2,87.86
B96154,4152.2,29507.2,1,8271.6,,1865,74344,7.75,157.4,498,23.31
B66862,2124.3,18775.8,0,6209.9,,38.2,55964,12.9,806.3,2456.9,100
B11290,5497.9,39639.6,1,15618.4,,1105.2,78922,8.24,168.1,618.2,19.89
B83927,5686.4,37991.5,1,20524,,1192.5,59619,8.38,105.1,324.8,10.4
B97441,4396.9,37700.2,1,13007.4,,1090.5,49046,7.3,131.4,345.9,10.2
B62517,7095.8,55804.1,0,24558.4,,26.9,65109,10.31,412.6,1174.6,87.27
B90699,8402.7,86482.8,1,23696,,1411.1,69542,7.21,122.5,364.4,11.39
B31412,4403.3,30134.7,1,15692.6,,988.9,64923,8.31,122.7,315.8,14.66
B96932,4553,47030.5,1,13665.9,,1235.3,65711,6.59,142.7,566.3,10.72
B68792,5975.8,39789.8,1,18741.5,,919.4,59716,6.58,94.9,324.8,11.93
B89731,3254.6,29125.6,1,6603.3,,796,39005,6.95,216.4,509.5,17.03
B89300,4870.5,41276.6,1,14243.9,,948.8,53893,7.97,155.2,330.6,17.73
B25331,5794.6,50599.9,0,13848.2,,25.7,59622,12.42,276,714,88.46
B33358,6504.4,54647.2,0,12274.6,,1,85041,10.59,670.3,1761.6,91.49
B96516,2303.9,19836.3,1,5987.6,,1127,80580,7.12,141.9,433.1,17.76
B34887,3982,34594,1,11960.6,,1528.6,74078,8.13,127.3,347.8,16.57
B25398,4949,41437.9,1,17427,,891.4,64244,7.52,169.9,635.2,22
B83515,8858,79062.5,1,27158.2,,906.3,60793,8.04,181.7,480.6,16.29
B72574,3971.7,28302.1,1,8708.6,,1043.6,54258,8.05,142.5,383.7,16.43
B90948,4539.5,36063.8,0,13728.3,,54.3,74337,9.98,394.8,1283.9,88.01
B60379,4192.4,34054.4,1,14077.6,,1082.2,62412,7.73,182.3,616.6,25.76
B15769,4179.9,33414.1,1,14480.7,,1516.7,63475,6.16,147.5,362.7,20.48
B27728,1971.7,17863.4,1,5663.3,,632.2,51286,6.35,131.7,332,12.17
B15635,4418.5,32372.6,1,15602.8,,1041,54780,8.47,79.2,337.5,15.23
B53172,6131.5,59798.6,1,16603.9,,1967.3,82230,6.96,108.3,391.5,9.44
B99892,6436.2,58208.1,1,13418.4,,1325,73333,6.85,194.8,548.9,17.11
B65259,6280.4,42331,1,19388.3,,1052.3,84325,7.63,130.6,326.4,13.93
B79017,3707.1,29394.3,0,12900.8,,76.4,65952,11.88,718.6,2424.4,100
B71281,5048.7,34171.3,1,10338,,1016.9,56511,8.13,183.6,501.7,22.41
B26129,1933.7,14786.2,1,6725.5,,1388.3,78071,7.3,118.6,371.9,9.05
B21626,5263.1,38191.4,1,12753.8,,625.7,47874,8.06,144.4,379.6,13.56
B84124,4777.8,36012.3,1,13668.3,,695.9,52333,6.57,145.2,417.8,14.76
B72049,3562,28914.3,0,9902.8,,31.6,62948,12.31,707.5,2605.6,100
B48448,2461.8,17987.9,0,6721.5,,54.9,67531,9.58,828.5,1848.4,90.01
B68007,2430.1,25065.6,1,7292.3,,667.6,45757,8.46,143.1,355.9,19.31
B29732,4125.3,36135,1,11765,,1434,81231,6.85,121.6,348.2,15.92
B16862,4371,36889.5,0,14868.4,,2.7,59701,10.89,323.9,1192.9,89.74
B94935,4978.8,38426.8,1,15122.2,,1665.8,69925,8.12,130.6,463.1,19.43
B62892,1507.9,12911.8,0,3575.2,,67.3,82314,11,785.7,2085.4,93.29
B80999,7230.9,70313.2,0,16410.2,,46.9,56999,9.87,790.5,2955.6,92.36
B67215,5829.5,39470.2,1,17000.2,,1344,69565,8.6,151.8,485.4,18.61
B83712,6570.9,68584.4,1,15351.5,,1205.2,67635,8.42,41,104.5,8.78
B54696,4545,42300.8,0,9566.4,,70.1,26959,9.98,684.3,2124.5,95.86
B60847,2860.5,23636.5,1,10051.7,,446.1,36586,7.35,83.9,158.4,10.67
B66148,4244.1,34399.7,1,13315.6,,874.1,54902,8.94,33,76.7,11.49
B64680,2905.7,25808.7,1,6811.8,,1268.5,62556,8.75,142.7,366,25.58
B56145,5850.7,47616.9,1,14642,,1248,48946,6.99,95.4,239.3,8.34
B52610,735.5,7616.5,1,1916.4,,1129.7,51730,7.24,99.1,323.3,7.44
B40589,5357.4,38568.8,1,11052.5,,400,41187,8.41,133.4,362.8,14.44
B53618,5470,53726.9,0,13875.2,,49.8,59427,12.33,630,1687,97.41
B85478,1657.6,12173,1,6532.5,,863,66973,7.3,95,187.5,6.41
B85109,5450.5,57132.6,0,14822,,42.1,75006,10.55,772.6,2120.1,86.52
B15805,4193.9,38250.2,1,13162.2,,810.5,47947,6.42,121.9,407.9,11.46
B71756,1843.2,18979.1,0,6519.3,,69.7,46158,11.14,568.1,2029.6,98.93
B89478,2924.7,23357.5,1,11002.8,,1803.7,72963,8.16,117.5,246.1,14.67
B46693,2190.3,20021.9,1,7402.1,,1288.9,59469,7.29,224.6,734.7,24.08
B79419,2694.7,27629.6,1,6418,,1255.3,68976,7.97,168.6,532.1,16.53
B72096,4733.7,40927.5,0,9935.5,,65.7,47867,11.47,405,1452.1,94.46
B93592,3246.6,29259.3,1,7154,,564.1,40361,8.13,152,331.7,18.58
B91830,2357.8,21309.9,1,8792.3,,1308.2,61171,7.26,109.5,351.4,13.53
B76260,2939.3,29015.2,1,6146.5,,1253,55522,6.91,65.3,215.5,3.06
B53743,5778.6,49182.2,1,19838.9,,666.9,57711,7.78,109.4,387.3,9.99
B62663,2970.1,25838.7,1,10693,,1000.6,45805,8.35,175.7,645.4,22.26
B67233,4310.9,41186.7,1,9246.1,,1125,71785,7.66,78.4,228,8.52
B73810,1944.8,17307.9,1,6296,,992.7,49196,8.59,136.5,459.2,17.33
B90985,6051.1,57275.3,1,18217.1,,1517.8,71171,8.04,124.8,423.2,13.55
B39729,2776,27811.5,1,9526.7,,1338.5,49757,6.31,132.9,486.2,14.19
B28628,1630,15845.9,0,4338.2,,65.5,53506,12.22,867.7,2742.8,99.53
B12837,7706.2,69375,1,19171.8,,1662.4,90000,8.97,205.5,669.2,29.77
B40608,4693.8,36610,1,10683.8,,831.5,41933,8.12,107,300.5,11.79
B58869,2692,25657.9,1,8631,,855.3,53060,6.49,87.3,310.5,14.67
B85012,2812.1,24593.9,1,8814,,909.9,64518,7.41,158.1,419,16.55
B94610,4344.4,39217.4,1,10730.1,,793.3,59945,6.48,120.1,282.8,14.72
B26433,3022.2,23099.5,0,9287.8,,71.1,52189,11.97,592.5,2000,100
B83115,6870.9,52496.1,1,15501.3,,1407.4,67286,7.04,128.9,430.3,11.13
B38859,3383.1,27516.5,0,10404.1,,0.1,37106,12.99,829,2835,97.44
B62901,4065.1,41021.7,1,9284.8,,1005.9,66424,6.28,171.1,592.9,19.53
B26808,3823,28347.1,1,12222.8,,1515.8,68624,8.61,133.8,410.9,20.13
B89672,6680.7,63585.9,1,21261.8,,874.7,51961,7.46,62.9,196.4,5.68
B43530,5247.2,51133.6,1,17514.5,,1187.9,59136,6.62,144.9,587.1,14.26
B22162,3700.6,32015.3,0,9953.9,,76.5,81615,9.73,729,2445.8,91.4
B16785,3602.9,33251.5,1,10058.2,,1418.1,63957,6.87,91.6,253.9,5.17
B11937,5482.3,53204.4,1,17274.5,,976.4,67460,6.25,132.3,345.5,17.41
B85784,5240.9,45478.2,1,15496.4,,660.4,50059,8.28,141.7,410,19.92
B12472,5986.6,44793.1,1,20799,,752.5,62418,6.55,215.3,647.7,16.38
B42748,1068.7,10966.8,1,2736.3,,1392.6,69460,6.31,151.2,487.1,20.17
B16076,4306.7,40813.1,1,9233.7,,1753.2,71208,6.39,113.7,310.8,19.68
B63965,3781.9,26369.8,0,8330.5,,29.1,68583,11.31,841.2,3152,100
B56741,3871.7,28162.5,1,10338.1,,1762.9,74892,7.29,166.9,423.4,16.15
B60285,4505.7,37537.2,1,15819.4,,1446.6,77932,8.49,162.9,457.9,19.48
B42664,1777.5,15762.3,0,3704.4,,29.6,44145,10.36,559.3,2042.1,94.32
B93072,2807.7,24668.3,1,8147.3,,1308.9,59840,6.95,122.9,404.9,12.52
B64833,4078.5,36170.1,0,8248.9,,31.1,79546,12.73,439.5,1100,99.39
B40980,4428.1,32509.4,0,9970.9,,40,77235,11,579.8,1997.6,92.64
B37291,3538.1,33660.7,1,7017.3,,1196.3,73988,6.3,158.4,376.6,18.21
B25443,6609.4,52876.6,1,21642,,1414.2,74783,7.45,60.5,171.2,6.76
B63144,2164.2,15050.3,1,6879.1,,891.9,64257,6.83,152.4,569,16.1
B64212,3237.9,31432.8,1,10542.3,,889.4,68389,6.65,133.4,453,12.55
B84870,3509.4,28133.2,1,10804.9,,1199.2,56698,6.67,94.3,248.2,11.6
B99869,5543.9,44884.5,1,13045.6,,877.6,62854,6.82,113.8,405.4,9.98
B47083,3483.6,33641.8,1,10521.5,,883.3,66147,7.3,111,415.8,14.07
B14322,5486.6,51209.8,1,10879.1,,837.4,47401,6.12,45.9,121.2,6.94
B65766,5777.8,39186.7,1,13699.6,,1159.1,67040,8.23,95.8,380.4,14.96
B22813,5655.6,47665.7,1,19088.1,,1630,84393,6.24,124.2,399.4,19.6
B49200,6953.9,53828.3,1,14948.1,,1513.1,61957,7.56,125.6,282.6,7.05
B93512,3763.5,38213.7,1,13203.4,,802.6,41015,7.14,136.5,301.1,12.55
B88225,4388.3,39760.3,1,9780.3,,955.3,60446,7.05,131.4,330.7,11.39
B18520,5072.8,52599.9,1,14713.9,,1031.7,40150,7.97,114.5,188.9,12.27
B92400,7313.2,60882.4,0,16531.8,,48.4,73167,11.27,498.2,1809.7,86.42
B57398,3435.4,35419.1,1,11926.5,,1779.8,73228,7.91,99.5,249.7,14.93
B44167,6244.9,40823.4,1,11750,,2239,90000,8.96,138.3,342.3,14.19
B71828,3901.4,37762.2,1,13063.1,,610.5,45738,8.96,85,309.5,17.5
B89429,5520.9,38872.1,1,18887.6,,981.3,67633,6.04,140.7,364,18.67
B51770,4473.3,30737.2,1,13994,,1084.3,68872,6.35,108.2,252.7,10.19
B26728,8369.6,59758.5,0,24232.4,,74.4,61812,10.51,330.1,862,84.37
B44424,4796.3,31886.8,0,9608.3,,19.4,81740,9.77,279.7,767.3,75.96
B13268,1466.8,11100.1,1,5370,,992.2,63647,6.07,101.2,211.3,22.01
B53507,4826.5,46551,1,14707.9,,804,47563,8.71,151.5,500.4,23.39
B57092,8356.9,80419.1,1,24032.3,,524.8,47544,8.5,90,246.1,16.21
B97016,1290.6,10559.7,0,3031,,19.2,70579,11.08,571.5,1329,93.99
B33638,5206.3,40120.3,1,13224,,1161.5,54631,7.85,149.3,458.5,11.3
B62208,5356.7,53760.4,1,12098.3,,1036.9,68531,6.01,136,456,16.8
B96135,5682.9,44270,1,19234.7,,1307.1,69801,8.43,152.1,426.7,21.5
B90902,4474.6,43236.3,1,9833.3,,1962.4,77397,6.42,110.7,253.1,13.17
B89183,4955.1,41117,1,10784.2,,1293.9,69419,7.62,130.4,297.2,14.84
B15909,6143,61124.4,1,22036,,453.1,62806,6.69,126.7,394.1,11.26
B29165,5394.8,49805,1,16172.7,,840.5,52297,7.81,177.7,443.8,17.7
B38468,5191.2,40748.9,1,15733.6,,1083.3,61793,6.01,20,102.4,6.08
B56234,7552.4,56451.8,1,20419.3,,930.8,57857,6.87,112.3,269.9,11.72
B82584,5519.7,49823.8,1,16933.9,,968.3,51225,6.18,140,539.1,22.2
B66043,4890.6,45379.4,1,12792.5,,795.1,61745,6.21,154.4,497.3,16.58
B29952,3011.3,22714.1,1,6813.6,,1537.5,76060,7.91,109.3,262.2,11.88
B88569,4509.5,33243.3,1,10897.5,,1278,63793,7.69,93.3,252.5,13.01
B37565,6011.9,50953.3,1,12898.1,,1028.3,81005,7.98,138.1,438.4,18.56
B73943,3393.1,24236.3,0,10102.2,,56,53968,10.88,708.8,1717.9,94.05
B30937,3701.8,27798.8,1,12407.3,,1142.6,58976,7.41,103.3,259.8,9.81
B98102,5427.1,50407.5,1,17773.4,,730.8,66116,7.7,130.9,330,13.51
B85435,3675.3,30514.6,1,9783.5,,1089.2,57504,8.33,125.9,372,12.66
B74585,1598,12894.6,1,3467.7,,1783.7,86417,8.56,113.8,364.2,14.69
B35305,909.2,7361.2,1,3424.6,,645.5,51479,6.28,80.3,204.2,4.28
B78186,4376,29310.3,1,12752.2,,1172.9,79938,6.04,158,366.8,18.17
B81190,5172,36481.6,1,16889.8,,951.6,41783,7.51,72.5,173.2,9.77
B53983,5743,56829.2,1,17694,,1325.5,57818,7.5,69.1,251.4,9.58
B83914,4419.3,44916.2,1,15672,,1576.3,67746,6.16,182.3,679.5,27.53
B76790,2136.1,22430.5,0,7121.4,,8.8,56587,10.71,830.5,2987.8,97.45
B45971,6645.3,63310.1,1,19477.7,,1212.1,70775,7.15,104.1,263.9,5.04
B21955,4131.2,30377.7,1,11608.5,,1451.1,61176,7.55,106.6,275.5,9.19
B77811,4927.1,44138.3,0,16645,,44.7,74242,11.96,467.7,1401.5,97.46
B43499,6272.1,52729.6,0,19948.6,,16.2,53458,10.2,424.5,979.8,83.1
B22355,4105.4,35360.1,1,10851.1,,931,54695,6.74,81.8,203.8,4.63
B36805,6210.9,59414.3,1,12469,,971.1,73364,7.45,122.5,439,15.21
B23958,6265.9,61569.1,1,16765.5,,643.1,56964,7.11,119,312.1,8.77
B72274,5603.8,36168.7,0,18978.6,,10,86036,12.03,394.5,818.7,94.61
B19592,8360.6,57985.3,1,28240.4,,1254.9,67350,6.6,46.2,189.4,7.36
B65993,6738.3,47901,1,16102.7,,1003.9,80165,8.46,74.1,254.8,13.09
B90608,3458,28805.9,0,8199.6,,32.2,70753,11.09,529.9,1818.4,95.63
B91758,4181.3,30078.6,1,15024.6,,870.9,48696,7.38,138.9,377.8,15.55
B29843,5139.1,42726.7,1,15823.5,,1274.3,63334,7.76,203.6,495.8,23.2
B56944,4992.6,33263.9,1,14534,,968.4,51270,7.79,178.6,400.2,13.39
B13007,4364.1,29987.9,1,11642.7,,1524.9,67412,8.13,223,588.9,26.57
B48023,1632.4,11442.5,0,3317.6,,41.5,56521,10.59,646.9,1975.3,100
B28774,5526.6,51879.4,1,16501.6,,1029.6,64920,6.96,49.4,129.9,3.34
B21719,7863.4,57822.2,1,15570.2,,400,27114,6.65,147.9,472,8.21
B46527,4967.6,33350.3,0,16021.5,,9.1,67731,9.51,928.5,2811.1,91.96
B13241,3980.7,34847.5,1,11732.2,,911.8,62251,6.66,80.6,219.6,11.57
B38873,8017.1,78180.5,1,23810.7,,1279.7,42407,6.91,60.2,169,8.32
B83098,4539.1,44595.8,1,11536,,1277,67425,8.59,35.9,142.1,10.08
B62183,5455.4,38076.8,1,16288.5,,1029.6,42426,8.27,178.1,546.9,24.09
B32530,5718.8,39679.7,0,12348.5,,53.2,49139,10.75,690.6,1581.6,87.32
B80487,5270.8,43812.9,1,17382,,682.3,54717,8.97,178.9,512.3,30.38
B58412,5994.1,52958.1,0,19131.4,,49.8,69064,11.18,691.5,2210.4,100
B56200,1129.7,9562.1,0,4108.3,,8.7,57245,12.82,899.9,2498.3,100
B68616,4029.3,34850,0,7983.9,,3.2,60389,12.56,565.5,1901,98.85
B74671,2825.2,28279.5,1,5976.5,,1013.9,69087,6.37,117.3,360,10.32
B75336,6090.8,53715.5,1,18165.6,,1603.4,69633,7.22,124.9,401.5,12.37
B52812,4304.7,28423.9,1,9693.3,,1206.7,60891,7.72,90.5,339.4,16.17
B94664,4397.6,42578.3,1,10700.2,,1110.3,54114,8.03,145.8,476.2,15.48
B48885,4554.5,46759.3,1,9428.1,,1008.1,48833,8.47,70.5,226,12.6
B70387,5689.4,56223.2,1,17156.4,,843.2,46364,6.65,194.6,581.7,22.78
B88258,4986,43108.2,1,14663.3,,1217.2,65021,7.83,134.8,406.2,18.58
